student_id,age,gender,degree,year,attendance_percentage,study_hours_per_day,assignment_score,internal_marks,backlogs,coding_skill,communication_skill,aptitude_score,technical_interview_score,projects_completed,internships_completed,certifications,hackathons_participated,extracurricular_activities,resume_score,mock_interviews,linkedin_profile,cgpa,final_score,performance_category,placement_status
STU104436,23,Other,BBA,4,76.2,3.1,83.4,98.7,0,7.3,4.7,54.2,78.1,0,0,0,0,1,68.7,3,Yes,9.0,90.5,Excellent,Not Placed
STU104437,19,Female,BSc Computer Science,4,72.7,0.5,70.5,43.8,0,7.5,5.8,74.9,59.8,0,1,3,1,1,76.8,0,Yes,6.4,63.6,Average,Not Placed
STU104438,19,Male,BCA,3,91.6,1.9,58.4,56.8,0,6.9,6.4,67.1,34.7,0,2,1,1,2,81.9,1,Yes,7.05,72.1,Good,Not Placed
STU104439,23,Male,BTech CSE,2,69.6,5.6,71.3,56.0,0,6.0,9.2,73.5,75.5,1,2,0,1,2,82.5,3,Yes,7.67,78.0,Good,Not Placed
STU104440,22,Female,BSc Computer Science,3,75.6,3.6,89.1,88.2,1,6.7,4.3,70.9,80.8,1,2,4,2,3,81.3,6,No,8.36,81.8,Excellent,Not Placed
STU104441,21,Female,BBA,3,83.6,1.9,64.7,78.2,1,9.7,7.5,77.3,44.3,1,2,1,1,1,80.6,0,No,7.3,72.5,Good,Not Placed
STU104442,19,Female,BCA,3,84.6,4.3,,75.3,0,6.6,4.5,77.1,41.4,1,3,2,0,0,73.1,4,Yes,7.39,73.1,Good,Not Placed
STU104443,18,Female,BSc Computer Science,3,70.0,4.4,64.8,43.1,1,7.7,6.0,62.4,24.2,1,0,4,0,0,75.1,1,Yes,6.8,67.8,Good,Not Placed
STU104444,20,Female,BTech CSE,3,80.6,5.8,72.0,71.7,0,3.6,8.7,76.3,63.3,1,0,2,1,3,83.3,1,Yes,7.48,75.8,Good,Not Placed
STU104445,23,Female,BSc Data Science,3,75.1,6.2,94.5,100.0,0,6.2,7.8,82.2,57.0,2,1,2,0,2,85.7,3,Yes,9.87,96.5,Excellent,Placed
STU104446,18,Female,BSc Data Science,4,61.2,4.7,75.3,78.2,1,10.0,7.4,65.2,55.1,2,1,1,2,1,81.9,1,No,8.38,84.7,Excellent,Not Placed
STU104447,23,Male,BTech CSE,3,73.4,1.2,92.1,68.1,2,5.6,8.4,77.8,81.6,2,0,2,1,1,63.9,3,Yes,6.8,67.9,Good,Not Placed
STU104448,24,Female,BSc Data Science,3,61.7,6.9,75.6,85.0,2,5.5,6.8,71.5,56.8,1,0,0,0,3,73.8,0,No,8.19,84.2,Excellent,Not Placed
STU104449,20,Female,BSc Computer Science,2,71.4,5.5,97.9,73.7,0,9.6,7.1,76.4,43.4,0,1,1,0,1,78.8,0,Yes,8.99,89.1,Excellent,Not Placed
STU104450,20,Male,BTech CSE,3,66.0,4.8,85.8,66.0,0,5.4,6.6,76.2,62.9,3,0,2,0,3,76.8,3,Yes,7.25,72.3,Good,Not Placed
STU104451,19,Female,BCA,2,85.7,3.5,76.9,63.8,2,5.2,7.5,84.0,69.3,1,2,0,0,1,74.1,4,Yes,6.98,70.5,Good,Not Placed
STU104452,19,Female,BBA,3,81.0,1.2,,78.5,0,7.8,7.4,43.5,46.8,2,2,2,0,5,78.8,2,Yes,8.1,78.8,Good,Not Placed
STU104453,18,Female,BTech CSE,3,93.4,2.7,66.1,68.6,1,10.0,9.4,77.7,45.7,1,0,2,2,1,95.5,2,Yes,8.45,85.8,Excellent,Not Placed
STU104454,24,Female,BSc Computer Science,2,68.8,3.4,76.4,74.0,2,8.2,4.3,77.0,81.2,3,0,1,0,3,75.6,1,Yes,8.66,86.8,Excellent,Placed
STU104455,23,Male,BSc Data Science,4,79.2,2.9,97.6,44.1,2,6.6,6.6,86.6,38.8,2,0,2,3,0,76.5,2,No,7.13,73.6,Good,Not Placed
STU104456,24,Female,BBA,2,67.0,5.1,86.0,70.7,0,8.9,6.5,73.0,49.3,1,0,4,0,2,91.0,3,No,8.45,80.5,Excellent,Placed
STU104457,20,Female,BCA,3,71.7,3.4,59.0,59.3,1,6.2,8.9,78.9,50.9,1,1,0,0,2,77.0,2,No,6.37,65.8,Good,Not Placed
STU104458,18,Female,BSc Data Science,3,74.0,2.3,80.1,84.4,0,5.6,5.4,65.9,62.8,0,1,6,1,1,98.1,0,Yes,7.93,80.2,Excellent,Not Placed
STU104459,21,Male,BSc Data Science,3,97.7,4.3,83.8,59.3,1,9.2,6.3,55.4,73.8,2,0,1,1,1,84.9,2,Yes,8.92,88.3,Excellent,Placed
STU104460,18,Male,BSc Data Science,4,81.6,2.3,90.3,62.8,0,8.9,6.9,68.4,69.8,3,0,0,0,1,78.2,4,Yes,7.04,70.5,Good,Not Placed
STU104461,22,Female,BSc Computer Science,3,76.7,1.1,,55.8,0,,7.5,66.7,64.5,6,0,1,0,1,81.1,2,Yes,6.63,66.3,Good,Not Placed
STU104462,18,Male,BBA,3,,4.3,80.7,81.9,0,8.4,6.5,72.3,97.3,1,0,2,0,0,71.8,1,Yes,8.11,79.7,Good,Not Placed
STU104463,24,Male,BTech CSE,2,84.7,3.4,93.4,78.2,0,8.8,5.9,100.0,59.6,2,2,2,2,2,81.9,0,No,9.16,92.6,Excellent,Placed
STU104464,22,Female,BSc Data Science,4,77.4,3.7,79.3,58.8,0,6.2,5.7,71.9,39.6,2,0,2,0,1,77.0,2,Yes,7.77,76.1,Good,Not Placed
STU104465,22,Male,BSc Data Science,3,84.8,5.6,74.0,60.9,2,6.8,5.0,68.5,73.0,1,1,0,1,2,76.4,1,Yes,5.97,61.3,Average,Not Placed
STU104466,22,Male,BTech CSE,4,74.9,3.9,91.2,81.5,0,4.4,5.3,68.4,63.7,2,1,1,1,1,77.8,0,No,8.43,83.7,Excellent,Placed
STU104467,21,Male,BCA,3,100.0,4.4,91.4,96.5,0,6.5,6.2,74.1,63.3,4,2,0,0,4,75.4,1,No,10.0,98.6,Excellent,Not Placed
STU104468,18,Male,BTech CSE,4,90.2,3.5,58.2,77.4,0,5.4,5.6,70.1,59.2,2,2,4,0,1,75.9,2,Yes,7.25,73.1,Good,Not Placed
STU104469,24,Female,BTech CSE,4,73.9,4.7,84.8,85.8,1,6.1,10.0,70.8,70.0,2,1,2,1,1,86.5,1,Yes,8.95,90.4,Excellent,Placed
STU104470,18,Male,BTech CSE,3,85.6,0.5,70.9,68.8,0,4.1,7.5,66.1,87.6,2,1,0,3,1,67.3,3,Yes,6.44,62.9,Average,Not Placed
STU104471,21,Male,BSc Data Science,3,83.5,2.3,86.4,59.3,0,8.9,5.2,77.9,89.0,1,0,4,0,2,86.5,3,Yes,8.08,78.1,Good,Not Placed
STU104472,20,Female,BSc Computer Science,3,80.8,2.9,92.5,70.0,1,8.5,7.5,55.2,98.7,1,0,2,2,5,98.6,1,Yes,7.92,79.9,Good,Not Placed
STU104473,19,Female,BCA,3,83.1,2.8,88.8,85.0,0,8.9,4.3,62.2,76.4,6,0,2,0,0,81.0,0,No,8.78,86.0,Excellent,Placed
STU104474,24,Female,BSc Data Science,3,69.9,2.3,89.9,65.2,1,6.6,8.8,84.7,88.4,1,3,4,1,3,100.0,0,Yes,7.63,76.4,Good,Placed
STU104475,24,Male,BSc Computer Science,2,73.6,3.4,74.7,67.8,0,5.9,6.0,63.8,74.4,4,1,2,0,4,65.2,1,Yes,6.48,66.6,Good,Not Placed
STU104476,18,Male,BBA,3,94.6,3.3,77.0,98.7,0,7.0,8.6,56.3,58.9,4,0,3,0,1,98.1,3,Yes,9.62,93.0,Excellent,Placed
STU104477,19,Female,BTech CSE,2,80.0,3.4,88.5,93.2,0,7.2,6.9,70.5,94.7,0,0,4,2,3,84.4,0,No,9.69,95.2,Excellent,Not Placed
STU104478,23,Male,BBA,2,71.0,3.8,82.8,73.7,0,9.2,7.2,61.1,57.6,2,1,2,0,2,93.5,1,Yes,7.48,76.4,Good,Not Placed
STU104479,23,Female,BTech CSE,3,76.6,4.2,65.0,86.2,1,6.8,7.0,53.0,60.3,1,1,2,1,2,80.5,5,No,6.87,71.8,Good,Not Placed
STU104480,21,Male,BCA,2,72.7,2.3,91.8,57.7,0,6.7,2.3,80.8,74.1,5,1,1,0,1,81.3,3,Yes,7.67,75.1,Good,Not Placed
STU104481,23,Male,BSc Computer Science,4,87.0,2.7,65.9,80.0,0,7.9,7.7,61.1,67.0,1,0,2,0,4,79.2,4,Yes,7.62,72.7,Good,Not Placed
STU104482,24,Female,BCA,4,72.4,4.9,,73.3,0,3.2,5.3,70.4,47.3,3,3,4,0,2,81.9,5,Yes,7.71,76.5,Good,Not Placed
STU104483,23,Female,BCA,4,78.4,2.1,84.3,77.1,1,9.2,6.8,66.8,85.1,0,1,2,1,2,100.0,2,Yes,8.87,89.1,Excellent,Not Placed
STU104484,20,Female,BSc Computer Science,3,71.4,2.3,95.0,55.9,1,7.9,7.7,62.1,57.5,1,3,2,0,2,93.1,0,Yes,8.07,77.9,Good,Not Placed
STU104485,20,Male,BTech CSE,3,100.0,2.3,79.4,53.4,0,7.3,9.1,62.6,84.1,1,1,1,0,3,77.2,2,No,7.82,78.9,Good,Not Placed
STU104486,20,Male,BSc Computer Science,3,84.3,3.2,59.7,65.3,1,7.6,8.6,67.8,65.9,2,0,1,0,0,83.2,1,Yes,7.09,72.0,Good,Not Placed
STU104487,23,Female,BCA,3,83.9,5.0,83.6,55.6,0,8.2,5.1,84.5,65.1,3,0,3,0,3,92.1,1,Yes,7.79,78.8,Good,Placed
STU104488,21,Female,BCA,2,85.0,4.3,85.7,60.6,0,10.0,4.6,72.5,57.5,1,1,1,1,0,65.1,3,Yes,9.01,89.0,Excellent,Not Placed
STU104489,22,Male,BCA,3,74.1,2.2,93.8,100.0,0,5.9,7.0,89.1,74.3,2,0,3,0,3,84.4,0,Yes,9.56,95.7,Excellent,Placed
STU104490,22,Male,BCA,4,93.2,6.2,76.2,86.8,0,8.6,7.7,60.4,57.0,0,1,0,1,1,80.4,5,Yes,9.84,96.4,Excellent,Not Placed
STU104491,19,Male,BCA,2,77.3,2.5,89.7,76.2,1,7.3,7.9,69.4,100.0,4,1,0,1,2,78.9,3,Yes,7.41,74.4,Good,Placed
STU104492,22,Other,BTech CSE,3,95.7,1.1,91.9,77.4,0,5.1,8.2,51.3,81.3,2,0,1,0,2,74.7,1,Yes,7.47,73.7,Good,Placed
STU104493,22,Female,BTech CSE,4,74.8,6.2,73.9,77.0,1,8.6,6.0,77.2,82.7,3,0,0,1,1,80.7,4,Yes,8.43,83.5,Excellent,Placed
STU104494,20,Female,BSc Data Science,2,85.2,2.2,85.5,69.7,2,7.2,7.0,82.6,46.6,5,2,1,1,2,86.1,1,No,7.97,82.7,Excellent,Not Placed
STU104495,20,Male,BTech CSE,2,79.7,3.3,65.8,75.9,2,7.2,4.8,78.1,78.9,0,1,0,0,1,72.3,1,Yes,8.37,82.5,Excellent,Not Placed
STU104496,23,Female,BCA,2,80.7,3.3,88.2,83.4,0,7.0,8.9,80.8,71.7,1,1,4,1,1,96.9,0,No,8.5,82.7,Excellent,Placed
STU104497,19,Male,BBA,4,61.3,4.4,84.4,69.2,0,7.4,8.7,67.8,55.7,2,2,4,0,1,78.8,1,No,7.36,74.0,Good,Placed
STU104498,18,Male,BSc Data Science,3,68.2,0.7,68.4,89.3,0,8.1,6.6,74.2,98.3,3,2,0,2,1,80.4,1,Yes,6.31,63.9,Average,Not Placed
STU104499,24,Female,BTech CSE,3,93.1,3.0,77.6,69.1,3,5.8,5.6,80.5,45.7,0,1,3,1,2,74.4,2,No,6.9,70.3,Good,Not Placed
STU104500,19,Male,BBA,2,65.1,2.9,93.9,60.1,0,6.4,5.1,84.0,52.0,3,0,2,0,2,77.9,2,Yes,7.59,79.1,Good,Not Placed
STU104501,19,Male,BTech CSE,3,86.9,5.6,84.2,75.1,0,8.5,7.2,67.9,64.8,1,3,1,0,1,87.7,1,Yes,8.91,88.1,Excellent,Not Placed
STU104502,21,Male,BCA,3,100.0,2.7,74.5,69.7,3,4.8,5.1,59.5,88.4,4,0,0,2,1,66.2,3,No,7.82,77.9,Good,Not Placed
STU104503,23,Male,BSc Computer Science,3,83.5,3.0,73.6,68.9,0,8.5,7.9,87.4,57.1,3,2,2,1,1,92.1,4,Yes,7.39,74.0,Good,Placed
STU104504,21,Female,BCA,3,99.3,4.6,93.0,82.6,0,6.6,6.9,69.3,47.3,4,0,3,1,1,85.4,1,Yes,8.99,87.1,Excellent,Not Placed
STU104505,19,Female,BCA,3,84.9,4.3,76.6,67.6,0,8.5,6.4,67.4,55.4,2,0,4,0,1,92.1,1,Yes,8.47,84.7,Excellent,Not Placed
STU104506,19,Female,BCA,3,80.6,2.4,84.4,60.8,2,7.6,8.1,58.2,55.2,1,0,1,0,1,81.4,4,Yes,6.9,67.8,Good,Not Placed
STU104507,19,Female,BBA,3,81.7,4.1,77.5,67.3,1,5.8,3.9,66.8,68.4,1,1,1,0,3,65.1,1,Yes,8.03,77.9,Good,Not Placed
STU104508,22,Female,BBA,2,76.2,2.4,57.7,63.1,0,5.8,7.5,63.1,55.0,2,0,2,1,1,69.8,1,No,6.14,61.8,Average,Not Placed
STU104509,24,Male,BCA,3,75.9,4.7,74.8,63.0,1,5.4,6.8,55.1,56.0,4,1,1,2,4,77.4,1,Yes,7.6,75.2,Good,Not Placed
STU104510,24,Male,BSc Computer Science,3,72.7,3.3,94.5,83.7,0,4.5,6.4,56.6,62.4,2,1,3,1,3,75.2,4,No,7.41,74.4,Good,Placed
STU104511,21,Other,BBA,3,82.2,1.6,100.0,59.7,2,6.8,7.9,76.4,43.8,0,0,5,0,1,80.8,1,No,7.27,72.5,Good,Not Placed
STU104512,19,Male,BSc Computer Science,3,100.0,0.5,73.5,73.4,0,7.0,8.9,64.3,80.7,2,1,2,0,1,83.9,3,No,7.61,77.2,Good,Placed
STU104513,24,Female,BSc Data Science,4,92.2,2.9,85.7,68.0,0,7.7,7.1,70.1,62.1,0,1,1,1,2,65.1,1,No,8.12,84.4,Excellent,Not Placed
STU104514,20,Male,BSc Computer Science,4,80.0,2.3,,70.7,0,6.1,7.6,64.8,54.0,2,0,1,0,0,70.7,1,No,7.31,73.1,Good,Not Placed
STU104515,24,Female,BTech CSE,3,84.1,3.1,95.2,47.6,0,7.7,6.1,55.1,69.5,2,0,5,1,3,100.0,0,Yes,6.81,68.1,Good,Not Placed
STU104516,23,Female,BSc Computer Science,4,77.1,3.4,68.7,79.7,0,8.6,5.7,84.7,71.2,0,2,1,1,2,76.5,1,Yes,7.64,77.3,Good,Not Placed
STU104517,23,Male,BTech CSE,2,92.2,0.6,79.1,68.6,0,10.0,7.2,71.7,60.1,2,3,0,1,3,85.3,1,No,7.11,71.0,Good,Not Placed
STU104518,24,Male,BSc Data Science,4,61.7,2.4,84.8,83.7,0,5.0,6.3,77.7,55.7,3,1,3,0,2,75.6,1,Yes,8.02,78.5,Good,Not Placed
STU104519,20,Female,BCA,3,97.3,3.3,96.0,76.8,2,9.0,6.2,73.9,69.2,0,1,1,0,0,78.4,2,Yes,7.94,80.7,Excellent,Not Placed
STU104520,23,Male,BSc Data Science,3,72.5,3.7,68.8,72.6,0,7.3,9.2,66.8,37.2,1,1,1,2,2,70.0,0,No,7.2,71.7,Good,Not Placed
STU104521,22,Male,BCA,2,74.2,4.7,90.5,72.1,0,7.2,8.9,61.1,67.2,2,1,4,1,2,100.0,3,Yes,8.91,87.6,Excellent,Placed
STU104522,24,Female,BSc Computer Science,2,65.8,5.0,89.7,98.9,0,6.0,4.8,45.5,62.4,2,2,2,0,0,73.9,3,Yes,9.08,89.6,Excellent,Not Placed
STU104523,22,Male,BCA,2,79.5,3.1,78.7,62.4,1,8.8,8.3,40.2,78.2,5,1,5,0,1,100.0,4,Yes,8.86,88.3,Excellent,Placed
STU104524,24,Female,BTech CSE,2,71.2,3.3,100.0,75.5,0,7.2,8.0,79.7,71.6,1,1,0,0,1,81.6,2,Yes,7.46,77.4,Good,Not Placed
STU104525,18,Male,BSc Data Science,2,89.6,2.8,72.0,74.9,0,4.4,7.1,82.3,74.0,0,1,3,0,2,62.8,2,Yes,6.92,65.9,Good,Not Placed
STU104526,18,Male,BTech CSE,4,84.8,4.5,86.0,52.6,0,3.6,8.5,85.8,44.2,7,3,3,1,3,91.6,1,No,6.91,70.2,Good,Not Placed
STU104527,18,Female,BBA,2,71.1,2.9,84.2,71.3,0,6.8,9.3,66.5,92.3,4,1,0,0,0,97.5,5,No,7.77,73.5,Good,Not Placed
STU104528,23,Male,BTech CSE,3,69.2,2.0,86.1,53.3,1,7.6,8.0,58.6,71.1,1,1,2,3,2,70.0,2,Yes,7.0,69.3,Good,Not Placed
STU104529,22,Male,BBA,4,71.6,1.0,94.7,71.2,0,5.5,6.2,76.5,41.6,3,0,2,0,1,75.3,2,Yes,6.73,65.1,Good,Not Placed
STU104530,22,Male,BSc Computer Science,2,68.5,2.1,67.2,52.5,1,6.1,6.1,85.1,44.5,1,0,1,0,0,72.6,5,Yes,5.92,63.7,Average,Not Placed
STU104531,22,Male,BCA,4,75.2,3.1,83.7,76.6,0,8.6,6.0,92.1,64.8,4,1,0,2,1,89.3,1,Yes,8.07,80.2,Excellent,Placed
STU104532,20,Male,BBA,3,69.6,5.0,100.0,56.9,0,6.1,7.4,63.8,56.7,0,1,3,0,1,77.0,3,Yes,8.12,84.5,Excellent,Not Placed
STU104533,22,Male,BTech CSE,3,89.7,3.6,90.8,71.9,1,7.6,8.8,81.2,89.1,3,1,5,1,1,85.6,1,Yes,8.74,86.8,Excellent,Placed
STU104534,20,Male,BTech CSE,2,73.0,3.7,74.7,52.5,0,5.8,4.8,74.7,74.7,3,1,1,0,1,78.6,2,Yes,6.45,67.9,Good,Not Placed
STU104535,18,Male,BTech CSE,2,83.8,3.5,73.2,77.7,0,8.8,8.2,68.7,62.4,2,1,1,2,0,78.9,0,Yes,7.93,80.9,Excellent,Placed
STU104536,18,Female,BSc Computer Science,3,83.8,5.4,87.7,71.1,0,7.3,9.1,59.0,52.1,2,1,0,1,1,87.4,1,Yes,8.55,86.1,Excellent,Placed
STU104537,23,Female,BCA,2,59.5,4.3,76.6,69.8,0,6.9,4.2,85.8,52.1,1,0,3,1,0,82.5,6,No,7.03,69.8,Good,Not Placed
STU104538,24,Male,BTech CSE,3,85.1,3.5,80.4,73.7,1,9.2,6.2,84.3,54.3,4,0,5,2,2,89.9,2,Yes,8.15,80.8,Excellent,Placed
STU104539,18,Female,BCA,2,60.9,2.6,73.8,78.3,1,4.1,4.9,65.8,53.6,3,0,1,1,0,72.6,4,Yes,7.0,68.8,Good,Not Placed
STU104540,24,Female,BCA,3,69.7,1.6,100.0,61.7,1,7.9,7.5,78.5,44.3,1,2,2,0,0,77.3,2,Yes,8.01,76.1,Good,Placed
STU104541,24,Female,BSc Computer Science,2,84.7,6.0,85.8,71.8,1,3.9,5.5,76.6,57.7,0,0,1,0,2,59.8,2,Yes,8.98,88.7,Excellent,Not Placed
STU104542,23,Female,BSc Data Science,4,79.2,4.7,82.6,66.4,1,6.9,5.2,76.9,91.3,0,0,3,0,1,69.1,1,No,8.58,87.0,Excellent,Not Placed
STU104543,19,Male,BCA,2,74.6,3.2,64.0,87.6,1,6.9,8.9,55.1,62.1,4,1,1,0,1,89.0,1,Yes,8.2,83.3,Excellent,Not Placed
STU104544,19,Female,BTech CSE,4,60.2,6.2,72.9,67.1,0,7.4,5.3,55.1,56.6,0,1,2,0,2,70.1,1,Yes,7.81,77.1,Good,Not Placed
STU104545,21,Male,BTech CSE,2,87.6,3.5,81.3,62.3,0,3.7,7.3,65.7,61.7,1,1,0,2,3,59.6,5,Yes,7.43,75.2,Good,Not Placed
STU104546,23,Male,BTech CSE,4,,2.3,81.3,53.9,0,7.2,6.7,73.7,60.5,2,1,0,0,1,84.4,2,Yes,7.33,73.2,Good,Not Placed
STU104547,21,Female,BSc Computer Science,3,69.4,5.3,100.0,68.8,1,9.0,5.9,92.8,69.7,2,1,1,0,0,78.4,3,Yes,9.38,92.1,Excellent,Placed
STU104548,21,Male,BBA,3,68.4,1.6,83.4,63.7,1,5.7,6.6,47.6,79.4,2,0,5,1,3,94.6,2,Yes,6.99,70.9,Good,Placed
STU104549,19,Male,BCA,2,88.3,2.9,93.4,76.3,0,5.6,6.5,83.7,53.7,3,1,3,0,1,64.5,1,Yes,7.51,77.2,Good,Placed
STU104550,23,Female,BTech CSE,3,81.0,1.7,84.0,74.7,2,5.9,8.6,50.2,56.3,3,1,2,3,0,85.5,1,No,7.18,74.1,Good,Not Placed
STU104551,19,Female,BCA,2,64.4,2.3,91.5,78.4,1,8.3,8.4,71.3,47.4,1,1,3,1,2,100.0,5,Yes,7.65,77.1,Good,Placed
STU104552,21,Female,BSc Data Science,3,70.7,3.8,63.7,56.9,1,5.3,7.5,42.3,81.6,2,1,2,2,4,78.7,1,Yes,7.39,72.7,Good,Not Placed
STU104553,23,Female,BSc Computer Science,2,97.6,4.0,68.2,39.2,1,6.1,9.2,87.2,93.3,1,1,4,1,0,100.0,4,Yes,6.78,63.5,Average,Not Placed
STU104554,21,Male,BTech CSE,3,88.0,1.8,92.2,72.0,1,8.2,7.9,71.8,63.7,1,0,2,1,0,86.9,2,Yes,7.95,79.0,Good,Not Placed
STU104555,22,Male,BCA,2,78.0,6.2,98.5,81.9,0,5.3,5.6,73.8,75.3,1,0,1,0,0,80.5,2,Yes,9.37,93.0,Excellent,Not Placed
STU104556,24,Female,BCA,2,78.2,0.5,63.2,67.3,1,8.5,5.8,79.6,68.6,1,1,0,0,2,77.5,1,Yes,6.72,69.6,Good,Not Placed
STU104557,23,Male,BSc Computer Science,3,56.2,3.7,82.1,93.4,1,5.8,10.0,64.2,54.4,2,1,5,1,2,91.6,3,Yes,7.03,71.7,Good,Not Placed
STU104558,23,Female,BSc Computer Science,4,91.1,3.7,65.5,70.5,2,6.5,8.1,43.8,57.7,2,1,4,0,2,74.4,1,Yes,7.71,78.1,Good,Not Placed
STU104559,24,Male,BSc Computer Science,3,73.5,3.9,74.7,63.2,0,8.3,7.1,43.2,67.3,0,0,3,0,5,77.8,3,Yes,8.06,80.8,Excellent,Not Placed
STU104560,21,Male,BSc Data Science,3,69.9,4.8,61.1,77.0,2,8.3,,75.7,77.1,0,0,0,0,1,75.9,3,Yes,7.21,72.8,Good,Not Placed
STU104561,22,Male,BSc Computer Science,3,85.5,0.5,80.7,88.6,4,6.0,6.9,64.3,56.3,4,1,1,2,0,73.0,4,Yes,7.24,71.6,Good,Not Placed
STU104562,20,Female,BCA,3,71.7,2.3,80.0,71.5,1,5.1,10.0,84.9,96.8,5,1,2,0,2,80.3,5,Yes,7.1,70.5,Good,Placed
STU104563,24,Male,BCA,2,59.8,3.7,79.8,81.0,1,9.3,5.5,68.7,51.9,3,0,1,1,2,89.8,2,No,7.97,78.8,Good,Not Placed
STU104564,19,Male,BSc Computer Science,2,82.1,6.1,78.8,66.9,0,6.3,8.2,77.4,60.1,6,2,2,1,2,85.0,2,Yes,8.47,82.0,Excellent,Placed
STU104565,21,Male,BTech CSE,4,62.8,2.6,89.0,67.2,1,7.5,8.8,81.0,72.1,3,0,3,0,0,92.5,1,Yes,6.06,60.3,Average,Not Placed
STU104566,24,Male,BCA,3,,3.2,100.0,85.4,0,8.0,5.7,80.7,42.5,2,0,0,2,1,76.5,0,Yes,9.45,92.2,Excellent,Placed
STU104567,24,Male,BCA,3,81.2,4.6,68.7,50.7,0,5.4,5.6,64.8,53.1,3,0,2,0,1,86.2,3,Yes,6.9,70.3,Good,Placed
STU104568,23,Male,BSc Computer Science,3,75.2,1.7,72.8,59.4,0,4.3,4.5,69.4,59.3,2,0,6,2,0,66.5,3,Yes,6.62,65.2,Good,Not Placed
STU104569,19,Male,BCA,3,75.3,3.5,83.4,79.0,1,7.8,5.3,79.7,69.0,2,1,4,3,0,90.6,4,Yes,7.84,78.1,Good,Placed
STU104570,19,Male,BSc Data Science,3,93.5,3.3,79.1,67.9,0,4.1,8.1,71.6,94.4,3,2,3,1,1,64.2,2,Yes,7.17,69.1,Good,Not Placed
STU104571,19,Male,BSc Data Science,3,93.7,2.6,78.5,75.6,0,4.9,6.6,43.3,66.6,0,0,4,0,2,75.3,2,No,8.03,77.8,Good,Not Placed
STU104572,24,Female,BCA,2,68.8,4.3,67.6,78.4,0,7.9,7.8,37.8,60.8,2,0,3,3,0,90.0,2,No,8.19,81.7,Excellent,Not Placed
STU104573,20,Female,BCA,3,72.1,6.7,77.0,56.2,1,7.4,8.1,59.6,71.0,4,0,2,2,5,100.0,2,Yes,7.41,75.0,Good,Placed
STU104574,18,Male,BTech CSE,3,72.6,3.8,77.1,56.1,1,7.3,6.8,81.2,72.8,1,0,2,0,3,76.3,4,Yes,7.01,69.7,Good,Not Placed
STU104575,21,Male,BTech CSE,4,77.7,0.5,84.4,85.8,0,5.8,5.3,68.4,61.5,2,0,1,1,1,75.8,0,Yes,7.52,74.9,Good,Not Placed
STU104576,18,Male,BTech CSE,3,77.2,2.2,72.0,67.4,1,8.9,7.8,90.3,74.2,2,2,3,0,3,87.1,3,No,7.69,79.2,Good,Placed
STU104577,24,Female,BSc Computer Science,3,95.2,5.7,91.8,63.9,3,5.0,2.8,79.2,69.0,2,1,1,1,0,62.4,3,Yes,7.09,73.3,Good,Not Placed
STU104578,18,Male,BTech CSE,2,76.1,3.1,68.1,76.4,0,3.0,8.8,49.6,57.3,2,1,1,2,4,64.2,5,No,6.67,67.1,Good,Not Placed
STU104579,24,Male,BBA,2,67.7,1.7,99.1,83.8,0,3.5,3.3,82.3,60.3,3,0,6,0,1,68.2,3,Yes,8.31,80.2,Excellent,Not Placed
STU104580,18,Female,BTech CSE,4,72.1,4.6,73.0,81.3,0,6.8,4.8,51.0,75.4,2,0,4,0,3,92.9,1,Yes,7.95,76.7,Good,Not Placed
STU104581,19,Male,BCA,4,81.7,2.5,97.9,77.5,1,6.5,6.2,91.4,79.5,0,1,3,2,3,81.2,0,Yes,8.52,81.2,Excellent,Not Placed
STU104582,22,Female,BSc Computer Science,3,75.4,3.6,73.8,85.9,0,7.9,4.9,75.3,49.1,5,2,0,1,3,82.2,2,No,7.52,76.8,Good,Not Placed
STU104583,19,Female,BSc Data Science,3,81.1,1.8,91.1,78.1,0,7.7,3.9,88.1,77.4,4,2,2,0,2,91.3,1,Yes,7.8,74.8,Good,Placed
STU104584,19,Female,BSc Computer Science,2,75.6,2.9,78.0,65.4,1,6.5,7.0,75.7,73.6,1,0,2,0,0,78.2,2,Yes,7.11,71.5,Good,Not Placed
STU104585,23,Male,BSc Computer Science,4,85.2,3.5,82.9,75.1,2,4.1,6.0,67.9,55.4,2,0,1,3,1,77.9,3,Yes,7.88,78.3,Good,Not Placed
STU104586,23,Female,BTech CSE,2,77.1,3.3,88.6,81.4,0,5.5,6.0,70.1,88.6,2,3,0,0,2,77.7,1,Yes,7.9,75.7,Good,Placed
STU104587,18,Female,BSc Computer Science,4,65.8,4.1,78.3,62.3,0,5.7,6.4,55.9,86.1,2,1,1,0,0,74.2,0,Yes,7.4,74.0,Good,Not Placed
STU104588,24,Male,BCA,3,74.5,3.8,61.1,65.2,0,9.4,4.6,71.0,59.7,3,1,0,0,0,82.6,4,Yes,8.57,85.6,Excellent,Not Placed
STU104589,19,Male,BCA,3,100.0,2.0,75.0,74.4,1,6.3,7.9,69.7,56.6,2,0,3,0,2,96.7,2,No,7.23,74.0,Good,Not Placed
STU104590,18,Male,BSc Data Science,4,90.4,6.0,76.4,80.2,0,8.3,5.4,75.8,60.0,1,3,4,1,0,72.1,3,Yes,9.38,94.8,Excellent,Placed
